Id,Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Vertical_Distance_To_Hydrology,Cover_Type,Wilderness,Soil
9457,354,3193,155,189,207,2240,942,1844,17,176,1,Wilderness_Area3,Soil_Type24
7925,135,3343,113,243,232,999,30,1931,16,4,7,Wilderness_Area3,Soil_Type39
5847,23,2362,113,200,185,295,212,1260,23,20,6,Wilderness_Area4,Soil_Type10
10507,325,3515,163,210,235,1958,424,1478,4,68,7,Wilderness_Area2,Soil_Type40
14533,326,3403,173,195,229,3249,509,5180,10,47,7,Wilderness_Area3,Soil_Type38
9506,164,3155,139,232,243,331,255,2201,14,-19,1,Wilderness_Area3,Soil_Type31
6625,310,2469,192,174,227,335,134,30,16,6,3,Wilderness_Area4,Soil_Type6
1796,31,3260,125,215,207,642,30,5775,15,0,1,Wilderness_Area1,Soil_Type38
8301,30,3166,133,216,215,324,85,1738,11,3,1,Wilderness_Area1,Soil_Type23
13621,39,2918,133,221,219,2116,30,2010,9,9,1,Wilderness_Area3,Soil_Type23
1182,88,3156,135,229,230,2021,450,4367,6,22,2,Wilderness_Area1,Soil_Type29
5699,266,2487,180,202,243,1861,201,391,7,44,3,Wilderness_Area4,Soil_Type6
4817,90,2255,110,239,220,524,0,840,12,0,4,Wilderness_Area4,Soil_Type10
1772,183,3140,157,221,243,2701,30,2224,5,3,7,Wilderness_Area1,Soil_Type23
10811,204,2675,171,213,251,511,0,1994,12,0,2,Wilderness_Area3,Soil_Type11
499,143,2867,129,237,237,2963,437,3363,12,114,2,Wilderness_Area1,Soil_Type12
4545,120,2289,75,252,213,1368,216,942,23,96,4,Wilderness_Area4,Soil_Type3
13358,282,2375,198,182,240,636,150,1533,13,62,6,Wilderness_Area4,Soil_Type10
3196,8,2193,97,140,126,805,518,582,41,36,3,Wilderness_Area4,Soil_Type10
4020,4,2284,155,215,233,335,0,1071,3,0,4,Wilderness_Area4,Soil_Type16
970,38,2954,144,220,228,2285,30,4666,5,6,5,Wilderness_Area1,Soil_Type23
12422,184,2343,156,223,249,421,361,912,14,232,4,Wilderness_Area4,Soil_Type6
4351,142,2257,80,247,219,1106,127,1189,29,76,4,Wilderness_Area4,Soil_Type3
5802,318,2447,193,162,217,1149,408,875,20,89,6,Wilderness_Area4,Soil_Type10
13343,9,2373,152,214,228,1475,0,644,6,0,4,Wilderness_Area4,Soil_Type5
2660,135,2775,81,250,219,323,153,603,26,-35,5,Wilderness_Area1,Soil_Type30
3205,136,2348,9,238,173,365,366,806,46,58,4,Wilderness_Area4,Soil_Type3
1442,354,3276,157,204,223,1719,42,4055,10,6,1,Wilderness_Area1,Soil_Type23
1239,99,3183,140,228,233,2982,90,5472,5,4,2,Wilderness_Area1,Soil_Type23
5649,86,2293,117,236,222,793,42,1092,11,3,3,Wilderness_Area4,Soil_Type5
9825,315,3206,172,201,234,962,180,499,7,28,1,Wilderness_Area2,Soil_Type22
11083,254,2399,233,137,242,1057,30,573,31,5,3,Wilderness_Area3,Soil_Type4
13229,340,2289,165,200,226,792,0,1082,10,0,6,Wilderness_Area4,Soil_Type14
7914,77,2566,138,227,230,1383,268,1292,5,20,5,Wilderness_Area3,Soil_Type2
3374,109,2264,0,252,167,306,255,858,39,160,4,Wilderness_Area4,Soil_Type3
7929,24,2570,149,217,230,1948,42,1826,5,1,6,Wilderness_Area3,Soil_Type2
12496,119,2027,83,251,216,430,30,360,21,8,3,Wilderness_Area4,Soil_Type6
1661,31,2766,143,218,225,2214,120,1326,7,15,2,Wilderness_Area3,Soil_Type32
5269,97,2431,110,240,222,1266,30,902,12,7,3,Wilderness_Area4,Soil_Type6
8739,254,3102,233,137,242,1606,210,2380,31,71,2,Wilderness_Area3,Soil_Type33
13907,85,3467,118,235,222,1324,722,3520,10,118,7,Wilderness_Area3,Soil_Type37
5730,331,2402,180,163,207,1041,474,972,22,191,6,Wilderness_Area4,Soil_Type10
6918,35,2853,129,219,214,2554,0,1332,12,0,2,Wilderness_Area3,Soil_Type11
3103,52,2033,66,222,170,722,67,390,27,37,3,Wilderness_Area4,Soil_Type10
5702,97,2312,55,251,194,751,210,1100,26,65,6,Wilderness_Area4,Soil_Type2
11895,162,3261,136,233,243,2072,218,3234,15,37,7,Wilderness_Area1,Soil_Type29
1872,345,2121,161,150,181,365,564,671,29,113,3,Wilderness_Area4,Soil_Type5
3895,199,2160,171,203,252,853,0,1087,24,0,4,Wilderness_Area4,Soil_Type17
1185,64,2779,72,234,186,2352,420,450,23,105,5,Wilderness_Area1,Soil_Type29
6060,308,2413,201,161,224,300,30,1253,20,7,6,Wilderness_Area4,Soil_Type10
604,115,2807,81,251,214,2215,85,2876,21,11,5,Wilderness_Area1,Soil_Type29
12014,12,2630,142,206,212,1149,0,1573,13,0,1,Wilderness_Area3,Soil_Type20
11059,25,2501,137,215,216,920,30,1682,11,2,6,Wilderness_Area3,Soil_Type10
3593,153,2844,122,239,238,1195,30,417,18,4,5,Wilderness_Area3,Soil_Type33
1060,295,2986,185,193,238,1950,190,5819,10,9,1,Wilderness_Area1,Soil_Type22
9959,23,3166,129,210,206,1974,420,437,15,0,1,Wilderness_Area2,Soil_Type33
1959,36,2527,117,217,203,942,0,765,16,0,6,Wilderness_Area3,Soil_Type20
7282,67,3068,69,236,186,890,120,693,23,-14,1,Wilderness_Area1,Soil_Type29
4099,116,2147,77,251,213,708,30,1355,22,11,4,Wilderness_Area4,Soil_Type3
2139,318,2548,190,169,221,1456,0,1719,18,0,6,Wilderness_Area3,Soil_Type13
4900,63,2154,134,226,226,247,0,1498,7,0,4,Wilderness_Area4,Soil_Type3
14783,21,3439,133,209,208,1509,446,1036,14,193,7,Wilderness_Area2,Soil_Type40
1093,42,2782,142,221,227,2634,443,907,6,-15,2,Wilderness_Area1,Soil_Type29
10339,20,3391,111,193,178,1682,342,1167,25,33,1,Wilderness_Area2,Soil_Type40
8033,22,2603,140,214,218,2016,162,1820,10,12,6,Wilderness_Area3,Soil_Type10
9596,185,3056,157,222,248,108,150,1935,12,25,1,Wilderness_Area3,Soil_Type31
2387,82,2828,130,230,228,67,170,750,7,41,5,Wilderness_Area1,Soil_Type29
26,135,2492,142,229,237,5494,0,860,6,0,5,Wilderness_Area1,Soil_Type18
7084,56,2524,111,228,209,1590,30,379,14,-3,6,Wilderness_Area3,Soil_Type10
10290,155,3188,118,239,237,2048,636,757,20,-23,2,Wilderness_Area3,Soil_Type33
1143,330,2827,180,174,215,2321,404,531,18,86,2,Wilderness_Area1,Soil_Type24
10636,165,2700,140,232,244,2514,240,3643,14,48,2,Wilderness_Area3,Soil_Type11
11944,222,2554,194,191,254,1416,335,811,20,75,3,Wilderness_Area3,Soil_Type4
10049,2,3244,154,212,229,1019,630,1800,6,41,1,Wilderness_Area3,Soil_Type31
8233,93,2810,17,249,167,430,150,2080,34,85,5,Wilderness_Area3,Soil_Type13
7714,23,2722,133,212,210,2051,295,2313,14,51,6,Wilderness_Area3,Soil_Type32
4098,117,2180,42,254,194,745,67,1384,31,40,4,Wilderness_Area4,Soil_Type3
1300,68,2890,95,235,204,1884,331,540,17,-37,2,Wilderness_Area1,Soil_Type29
2906,34,2160,83,203,167,579,150,242,28,65,6,Wilderness_Area4,Soil_Type10
3271,157,2075,71,229,210,360,108,335,40,66,3,Wilderness_Area4,Soil_Type6
7049,149,2644,122,239,237,726,0,1183,16,0,5,Wilderness_Area3,Soil_Type2
3979,207,2279,177,207,253,376,90,297,17,17,3,Wilderness_Area4,Soil_Type10
6772,109,2707,124,236,230,240,408,698,9,-20,6,Wilderness_Area3,Soil_Type4
2231,323,1908,196,125,190,765,150,120,32,52,6,Wilderness_Area4,Soil_Type5
1589,99,2701,31,252,180,2377,90,120,31,53,5,Wilderness_Area1,Soil_Type30
10251,121,3404,111,243,228,391,618,630,14,175,7,Wilderness_Area2,Soil_Type40
13344,333,2432,175,177,215,1507,361,895,18,88,6,Wilderness_Area4,Soil_Type10
9248,328,3324,177,186,224,3463,541,3435,14,69,7,Wilderness_Area3,Soil_Type40
12907,136,2348,87,249,222,1608,313,722,24,151,4,Wilderness_Area4,Soil_Type3
13538,193,2432,162,208,250,1142,120,467,25,72,3,Wilderness_Area4,Soil_Type4
276,315,2785,161,214,237,3829,60,2486,2,-2,2,Wilderness_Area1,Soil_Type23
2841,89,2231,109,239,220,268,379,446,12,131,6,Wilderness_Area4,Soil_Type2
7579,205,2679,166,216,246,1834,95,1892,7,23,3,Wilderness_Area3,Soil_Type4
6134,30,2356,105,207,185,1165,201,371,23,36,6,Wilderness_Area4,Soil_Type10
9847,47,3167,120,224,212,750,134,1387,13,19,7,Wilderness_Area3,Soil_Type39
968,343,3165,165,192,219,3158,649,3353,13,72,1,Wilderness_Area1,Soil_Type30
3631,108,2838,92,247,217,780,424,1679,18,88,5,Wilderness_Area3,Soil_Type13
5576,335,2233,170,192,223,658,30,1275,12,3,6,Wilderness_Area4,Soil_Type14
11084,249,2574,182,203,246,484,417,2389,8,95,3,Wilderness_Area3,Soil_Type2
2217,112,3377,118,239,228,2574,268,2402,11,43,7,Wilderness_Area1,Soil_Type38
14726,217,3172,185,201,254,2635,741,309,16,79,2,Wilderness_Area3,Soil_Type23
591,344,2617,165,178,206,2506,30,1307,19,6,2,Wilderness_Area1,Soil_Type29
12502,148,2101,151,224,239,924,0,1320,3,0,4,Wilderness_Area4,Soil_Type17
10688,56,2526,113,228,211,1698,0,1436,14,0,2,Wilderness_Area3,Soil_Type10
7785,5,2771,150,207,220,1273,361,2928,10,65,5,Wilderness_Area3,Soil_Type32
14574,168,3401,144,230,245,743,417,1530,13,244,7,Wilderness_Area3,Soil_Type40
21,71,2501,126,230,223,5547,60,767,9,8,5,Wilderness_Area1,Soil_Type18
8898,295,3151,185,192,237,277,600,2934,10,100,1,Wilderness_Area3,Soil_Type32
6808,91,2964,104,241,218,1935,190,1980,14,35,2,Wilderness_Area3,Soil_Type31
6593,342,2761,162,208,231,2724,85,470,6,12,2,Wilderness_Area3,Soil_Type31
11390,207,3103,171,213,250,2140,297,6083,11,49,2,Wilderness_Area1,Soil_Type29
1142,45,3033,138,222,225,1057,175,2519,7,25,1,Wilderness_Area1,Soil_Type23
4818,354,2444,153,181,200,495,564,1298,20,254,3,Wilderness_Area4,Soil_Type10
5488,314,2444,185,184,229,960,258,957,13,68,6,Wilderness_Area4,Soil_Type6
3037,286,2090,228,131,226,339,60,390,28,46,3,Wilderness_Area4,Soil_Type10
8837,146,3083,89,245,224,1422,301,2827,27,110,2,Wilderness_Area3,Soil_Type33
11202,200,2446,171,209,253,1087,360,726,19,105,3,Wilderness_Area3,Soil_Type2
7834,137,2609,133,235,237,418,454,459,9,135,3,Wilderness_Area3,Soil_Type2
12986,32,2928,142,219,224,1200,618,2800,7,86,1,Wilderness_Area3,Soil_Type31
5459,34,2299,137,219,221,1265,0,1273,9,0,4,Wilderness_Area4,Soil_Type10
14957,65,2468,65,234,182,990,190,816,25,74,6,Wilderness_Area3,Soil_Type10
9228,293,3340,190,187,238,3428,537,3274,12,101,7,Wilderness_Area3,Soil_Type32
2734,283,2747,181,199,241,787,0,2015,8,0,5,Wilderness_Area3,Soil_Type31
1994,155,2999,144,230,241,2097,636,1731,8,113,2,Wilderness_Area3,Soil_Type32
2589,129,2718,76,251,216,417,120,390,25,-33,5,Wilderness_Area1,Soil_Type30
1521,47,3226,135,223,223,800,190,6119,8,13,1,Wilderness_Area1,Soil_Type23
4582,8,2225,154,216,232,391,0,850,3,0,4,Wilderness_Area4,Soil_Type10
6777,210,2729,179,206,253,1928,127,930,16,33,5,Wilderness_Area3,Soil_Type4
6115,127,3087,73,252,214,3062,192,2694,25,57,1,Wilderness_Area1,Soil_Type29
6076,125,2439,107,245,228,1401,90,484,16,5,6,Wilderness_Area4,Soil_Type6
9234,3,3278,143,190,199,3630,382,3861,19,132,7,Wilderness_Area3,Soil_Type40
10624,169,3111,148,228,244,3462,212,108,10,33,1,Wilderness_Area2,Soil_Type22
10547,66,3295,128,229,224,3161,466,1631,8,4,2,Wilderness_Area2,Soil_Type32
7441,191,2524,161,220,247,983,256,924,9,40,3,Wilderness_Area3,Soil_Type2
1963,84,3046,125,233,225,1188,618,1384,9,-19,2,Wilderness_Area1,Soil_Type29
9799,295,3472,205,167,232,2713,1183,4202,18,342,7,Wilderness_Area3,Soil_Type40
11126,136,2550,116,242,233,1383,210,1148,15,-2,3,Wilderness_Area3,Soil_Type2
10754,249,2395,182,203,246,612,0,514,8,0,6,Wilderness_Area3,Soil_Type14
4048,136,2237,81,249,219,830,150,1440,26,79,4,Wilderness_Area4,Soil_Type3
11481,139,2774,134,234,237,1477,268,2220,9,12,2,Wilderness_Area1,Soil_Type12
6093,340,2435,169,165,199,1307,201,618,23,56,6,Wilderness_Area4,Soil_Type10
1876,276,2044,227,144,236,277,108,153,25,49,3,Wilderness_Area4,Soil_Type5
3735,185,2216,149,214,247,566,216,1158,27,91,4,Wilderness_Area4,Soil_Type3
12226,145,2731,80,245,219,384,201,484,30,83,5,Wilderness_Area1,Soil_Type30
12802,144,2220,70,245,214,1082,67,1209,32,37,4,Wilderness_Area4,Soil_Type3
11064,151,2340,134,235,240,604,108,108,12,17,3,Wilderness_Area3,Soil_Type4
1807,88,3244,124,234,226,2383,150,3065,9,35,1,Wilderness_Area1,Soil_Type29
10418,341,3234,168,177,208,1931,255,1853,19,60,2,Wilderness_Area2,Soil_Type33
2646,218,2170,195,185,254,446,0,306,25,0,3,Wilderness_Area4,Soil_Type10
11632,258,2909,206,179,248,1524,108,5021,16,12,5,Wilderness_Area1,Soil_Type29
10834,89,2531,98,242,214,702,30,1381,15,-2,6,Wilderness_Area3,Soil_Type10
4036,326,2153,185,165,213,1194,0,1329,20,0,4,Wilderness_Area4,Soil_Type17
11620,211,2867,170,213,248,2291,85,2830,8,12,1,Wilderness_Area1,Soil_Type30
3484,102,2257,96,245,217,973,0,1050,16,0,4,Wilderness_Area4,Soil_Type6
2959,124,2304,107,245,227,642,361,930,15,16,3,Wilderness_Area4,Soil_Type2
4298,165,2268,137,232,243,1182,234,1134,16,88,4,Wilderness_Area4,Soil_Type3
13597,53,2931,126,226,218,2554,350,1900,10,57,2,Wilderness_Area3,Soil_Type32
1041,135,3221,151,222,238,3693,371,3284,2,30,1,Wilderness_Area1,Soil_Type23
8873,355,2724,157,207,226,2012,242,1222,8,14,5,Wilderness_Area3,Soil_Type17
9160,151,3103,141,231,240,1676,175,1040,8,0,1,Wilderness_Area1,Soil_Type22
7676,25,3317,127,211,205,2131,319,3428,15,78,7,Wilderness_Area3,Soil_Type39
7160,222,2568,191,195,254,992,30,1318,18,-4,3,Wilderness_Area3,Soil_Type4
1520,78,2681,66,242,191,1892,67,90,23,31,5,Wilderness_Area1,Soil_Type30
7398,20,3209,140,212,217,2739,457,3209,11,37,1,Wilderness_Area3,Soil_Type32
496,72,2909,138,226,230,5006,324,4554,5,5,2,Wilderness_Area1,Soil_Type19
13036,283,2268,194,186,240,1253,60,1026,12,7,6,Wilderness_Area4,Soil_Type10
12079,330,2760,183,155,202,1879,124,1379,24,7,6,Wilderness_Area3,Soil_Type13
8362,223,2722,191,195,254,2546,331,2089,18,115,3,Wilderness_Area3,Soil_Type4
1651,83,2785,27,244,167,2221,182,210,32,-65,5,Wilderness_Area1,Soil_Type30
11958,201,2959,161,218,242,2382,451,1559,3,112,2,Wilderness_Area3,Soil_Type32
6842,12,3076,144,208,216,1298,466,1984,12,2,2,Wilderness_Area3,Soil_Type32
9378,323,3355,173,197,231,4329,67,4649,9,0,7,Wilderness_Area3,Soil_Type23
4876,54,2379,150,220,234,1774,426,558,2,154,4,Wilderness_Area4,Soil_Type6
11941,45,2571,150,220,234,1323,216,794,2,63,5,Wilderness_Area3,Soil_Type11
250,70,2756,100,235,208,4210,120,2501,16,35,2,Wilderness_Area1,Soil_Type12
4978,326,2352,175,193,228,604,30,1262,11,3,6,Wilderness_Area4,Soil_Type16
13425,126,2437,118,241,231,1224,323,864,12,81,6,Wilderness_Area4,Soil_Type2
11779,81,2758,21,242,161,1455,124,150,33,85,5,Wilderness_Area1,Soil_Type29
5003,332,2344,181,141,189,95,85,201,29,36,3,Wilderness_Area4,Soil_Type10
2652,270,2044,163,214,239,603,0,834,2,0,4,Wilderness_Area4,Soil_Type17
1263,60,2703,102,231,205,1627,90,120,16,35,5,Wilderness_Area1,Soil_Type29
4533,41,2401,132,221,219,752,402,1571,10,159,3,Wilderness_Area4,Soil_Type6
14761,241,3573,174,209,245,1423,285,1738,6,80,7,Wilderness_Area2,Soil_Type40
1377,312,3019,172,203,235,524,0,2962,6,0,1,Wilderness_Area1,Soil_Type23
3772,130,2123,69,252,213,391,30,1048,27,10,4,Wilderness_Area4,Soil_Type3
14440,183,3372,155,223,249,2496,666,4413,14,123,7,Wilderness_Area3,Soil_Type38
15097,38,2478,66,203,154,942,192,1110,32,77,6,Wilderness_Area3,Soil_Type4
675,348,2972,161,201,223,2880,402,4565,10,7,1,Wilderness_Area1,Soil_Type23
1292,61,2788,65,231,178,1572,180,210,26,105,5,Wilderness_Area1,Soil_Type29
2759,326,2748,173,195,229,745,30,2015,10,6,5,Wilderness_Area3,Soil_Type31
8255,94,2718,129,232,229,2631,240,2024,8,7,6,Wilderness_Area3,Soil_Type32
3736,175,2219,131,223,241,541,192,1140,28,94,4,Wilderness_Area4,Soil_Type3
6188,270,2415,235,131,235,638,108,1429,29,43,6,Wilderness_Area4,Soil_Type10
12074,99,2692,50,252,192,659,124,153,27,60,5,Wilderness_Area1,Soil_Type30
2655,353,2035,154,181,200,815,365,660,20,-22,6,Wilderness_Area4,Soil_Type10
1486,106,3082,132,232,232,2391,532,1717,7,28,2,Wilderness_Area1,Soil_Type29
1769,25,2817,129,212,207,2579,210,1392,15,23,2,Wilderness_Area3,Soil_Type33
14495,296,3289,178,200,238,3069,162,4935,7,5,7,Wilderness_Area3,Soil_Type38
7909,176,3405,152,226,246,1170,1065,3248,11,56,7,Wilderness_Area3,Soil_Type38
8066,195,3068,165,204,250,2223,874,3113,26,98,2,Wilderness_Area3,Soil_Type33
14445,217,2866,199,164,248,582,228,819,34,20,2,Wilderness_Area3,Soil_Type13
1547,345,3113,163,197,222,2598,268,1987,11,11,1,Wilderness_Area1,Soil_Type29
11165,25,2464,128,211,206,750,242,582,15,108,6,Wilderness_Area3,Soil_Type10
11979,55,2042,37,218,148,240,285,350,34,81,3,Wilderness_Area4,Soil_Type5
8847,8,2725,152,212,227,2233,0,1259,7,0,5,Wilderness_Area3,Soil_Type17
10953,101,2664,110,241,223,845,331,2205,12,138,3,Wilderness_Area3,Soil_Type2
8110,227,3294,183,203,251,495,30,2591,12,5,7,Wilderness_Area3,Soil_Type38
8046,175,3381,151,226,245,1672,1092,2874,10,142,7,Wilderness_Area3,Soil_Type38
8074,268,3045,181,201,243,1594,295,1690,7,-11,1,Wilderness_Area3,Soil_Type23
8699,62,3374,145,223,232,2407,488,1260,4,35,7,Wilderness_Area3,Soil_Type32
1715,138,3225,112,243,232,2790,42,2542,17,16,7,Wilderness_Area1,Soil_Type29
8776,336,2733,174,166,204,2257,361,2040,22,91,6,Wilderness_Area3,Soil_Type10
2517,310,2176,213,115,198,484,150,313,33,128,3,Wilderness_Area4,Soil_Type10
13098,90,2278,132,231,229,1195,0,1167,7,0,4,Wilderness_Area4,Soil_Type10
11055,337,2480,167,197,225,841,124,1355,10,13,6,Wilderness_Area3,Soil_Type10
14509,179,3119,149,224,248,162,190,2151,19,34,1,Wilderness_Area3,Soil_Type31
6611,337,3070,165,203,229,1295,285,2736,8,43,2,Wilderness_Area3,Soil_Type32
13929,344,2551,164,188,214,1201,150,1273,15,35,6,Wilderness_Area3,Soil_Type10
12635,326,2182,182,176,219,499,0,1047,17,0,4,Wilderness_Area4,Soil_Type10
1389,71,2826,63,238,184,1422,300,309,25,135,5,Wilderness_Area1,Soil_Type30
4914,107,3261,131,233,232,3664,30,3596,7,0,7,Wilderness_Area1,Soil_Type38
5112,345,2423,163,200,224,631,255,1321,10,80,6,Wilderness_Area4,Soil_Type10
175,15,3175,149,214,226,1584,366,4816,7,92,1,Wilderness_Area1,Soil_Type29
14027,58,2578,143,223,230,1605,424,1366,4,22,5,Wilderness_Area3,Soil_Type2
3771,140,2137,63,247,210,408,42,1060,33,24,4,Wilderness_Area4,Soil_Type3
12070,358,2039,137,159,169,543,42,531,30,19,4,Wilderness_Area4,Soil_Type10
13712,74,3452,73,240,193,1543,598,2121,22,167,1,Wilderness_Area1,Soil_Type40
12858,107,2362,73,251,208,1531,324,811,22,165,4,Wilderness_Area4,Soil_Type3
12764,92,2343,96,243,214,1333,361,1026,16,156,4,Wilderness_Area4,Soil_Type6
637,11,2685,155,217,234,2241,30,2617,2,4,5,Wilderness_Area1,Soil_Type16
5319,24,2281,82,181,147,451,192,564,34,67,6,Wilderness_Area4,Soil_Type10
1532,304,3206,175,201,237,1410,124,3302,7,-7,1,Wilderness_Area1,Soil_Type22
13731,90,3258,118,236,224,1605,150,2667,10,19,7,Wilderness_Area3,Soil_Type38
1544,72,2817,31,236,161,2125,150,342,32,-85,5,Wilderness_Area1,Soil_Type30
10087,12,3262,143,207,215,934,630,1911,12,59,1,Wilderness_Area3,Soil_Type31
4990,285,2216,223,144,230,730,150,1168,25,79,6,Wilderness_Area4,Soil_Type10
13063,305,2392,214,134,213,1785,362,277,28,151,3,Wilderness_Area4,Soil_Type6
8139,110,2830,81,250,213,573,212,1959,20,108,5,Wilderness_Area3,Soil_Type13
13839,81,2625,121,233,223,1828,300,1466,10,106,6,Wilderness_Area3,Soil_Type2
3565,130,2279,28,249,188,430,242,1008,39,166,4,Wilderness_Area4,Soil_Type3
11572,47,2741,125,224,216,2362,30,1416,11,6,5,Wilderness_Area1,Soil_Type23
4603,134,2195,94,248,225,1230,42,1061,21,11,4,Wilderness_Area4,Soil_Type3
1218,111,3155,131,233,232,1995,395,4447,7,21,2,Wilderness_Area1,Soil_Type29
5873,102,2457,90,247,215,285,216,720,18,70,3,Wilderness_Area4,Soil_Type2
11837,90,3307,96,243,213,1231,234,4331,16,73,1,Wilderness_Area1,Soil_Type29
13368,6,2391,146,202,213,1351,0,510,14,0,4,Wilderness_Area4,Soil_Type11
14413,68,3417,80,236,194,3682,90,2444,21,20,7,Wilderness_Area1,Soil_Type39
7235,161,2625,112,235,235,1452,108,1945,27,41,3,Wilderness_Area3,Soil_Type4
2391,266,2630,221,157,243,1050,85,1316,22,25,5,Wilderness_Area3,Soil_Type23
109,348,2863,161,193,216,5695,309,3918,14,89,1,Wilderness_Area1,Soil_Type29
11957,120,2849,91,249,220,1203,256,558,19,78,5,Wilderness_Area1,Soil_Type30
739,96,2787,93,245,214,2718,218,1767,17,32,2,Wilderness_Area1,Soil_Type29
14010,59,2843,70,230,181,757,256,1844,25,121,5,Wilderness_Area3,Soil_Type33
2546,116,2732,89,249,218,390,60,417,19,-19,5,Wilderness_Area1,Soil_Type30
3977,117,2769,99,246,222,745,67,2040,17,19,2,Wilderness_Area3,Soil_Type31
5562,271,2424,207,175,243,451,371,1041,16,154,6,Wilderness_Area4,Soil_Type1
10207,20,3384,119,200,189,1383,85,2444,22,24,7,Wilderness_Area3,Soil_Type39
3055,100,2161,16,252,170,210,150,470,35,110,4,Wilderness_Area4,Soil_Type3
2949,325,2281,184,171,217,408,234,631,19,128,3,Wilderness_Area4,Soil_Type6
6080,333,2384,169,198,228,1383,0,551,10,0,4,Wilderness_Area4,Soil_Type11
15062,3,2481,145,194,204,841,242,644,18,115,3,Wilderness_Area3,Soil_Type10
2501,7,2104,129,180,180,379,60,339,26,4,6,Wilderness_Area4,Soil_Type10
2904,264,2972,164,214,240,1660,30,1514,2,2,5,Wilderness_Area3,Soil_Type19
2491,121,2747,103,246,225,335,30,454,16,-6,5,Wilderness_Area1,Soil_Type30
14985,161,2491,136,233,242,661,134,1060,14,3,3,Wilderness_Area3,Soil_Type4
8861,330,2756,163,210,235,1914,426,1513,4,77,3,Wilderness_Area3,Soil_Type11
1293,70,2750,16,232,148,1513,120,150,36,83,5,Wilderness_Area1,Soil_Type29
10303,104,2983,90,247,215,2539,162,1871,18,40,2,Wilderness_Area3,Soil_Type32
4162,15,2090,123,193,186,674,175,450,23,70,6,Wilderness_Area4,Soil_Type10
8336,2,3179,154,210,226,437,30,1744,7,4,1,Wilderness_Area1,Soil_Type23
12689,166,2261,141,231,244,384,30,324,14,3,4,Wilderness_Area4,Soil_Type10
6769,223,2745,187,200,253,1935,182,926,15,49,5,Wilderness_Area3,Soil_Type4
8520,165,2905,116,232,236,1879,577,2263,28,239,7,Wilderness_Area3,Soil_Type4
11109,32,2623,134,218,217,577,418,2084,11,134,3,Wilderness_Area3,Soil_Type2
1811,334,2556,176,168,208,1155,85,819,21,28,5,Wilderness_Area3,Soil_Type10
15093,43,2529,54,205,148,655,319,1293,33,122,3,Wilderness_Area3,Soil_Type10
3897,103,2145,108,242,222,1209,0,1266,13,0,4,Wilderness_Area4,Soil_Type1
13926,351,2767,159,199,220,1412,450,2800,12,90,5,Wilderness_Area3,Soil_Type32
5461,22,2366,95,185,159,696,240,769,31,96,6,Wilderness_Area4,Soil_Type10
4565,38,2131,82,208,170,875,0,603,27,0,4,Wilderness_Area4,Soil_Type10
10462,53,3260,112,227,209,1950,309,4207,14,78,1,Wilderness_Area3,Soil_Type39
1236,51,2751,82,224,184,1932,242,256,23,77,5,Wilderness_Area1,Soil_Type29
14677,36,3084,97,212,183,2557,67,1215,23,19,1,Wilderness_Area3,Soil_Type24
11224,147,2414,119,240,236,1387,192,1100,17,42,3,Wilderness_Area3,Soil_Type4
10991,186,2484,152,215,248,524,30,1566,25,0,3,Wilderness_Area3,Soil_Type4
2270,112,2041,62,253,203,685,30,510,25,2,4,Wilderness_Area4,Soil_Type1
6117,185,2295,158,222,246,949,30,1230,8,0,4,Wilderness_Area4,Soil_Type17
14109,269,3375,195,189,244,2190,840,1048,12,118,1,Wilderness_Area3,Soil_Type32
11509,54,2618,143,222,230,938,242,785,4,6,2,Wilderness_Area1,Soil_Type12
9600,343,3386,166,186,214,3451,234,5220,16,30,7,Wilderness_Area3,Soil_Type38
9249,330,3330,173,192,226,3429,524,3381,12,85,7,Wilderness_Area3,Soil_Type40
4716,104,2794,94,246,217,1321,90,2163,17,19,5,Wilderness_Area3,Soil_Type13
3399,158,2899,122,237,239,973,162,362,20,44,5,Wilderness_Area3,Soil_Type13
10893,156,2314,100,238,229,845,150,134,29,40,3,Wilderness_Area3,Soil_Type3
8583,209,3330,171,213,249,1687,180,1087,10,19,7,Wilderness_Area3,Soil_Type21
6175,63,2460,117,230,216,1271,0,384,12,0,4,Wilderness_Area4,Soil_Type6
12713,342,2339,168,172,204,1323,371,949,21,214,3,Wilderness_Area4,Soil_Type10
4625,294,2121,209,160,231,765,108,192,20,40,6,Wilderness_Area4,Soil_Type10
9721,158,3248,114,237,236,1365,658,924,24,91,2,Wilderness_Area3,Soil_Type27
13073,318,2434,180,189,229,644,366,1337,12,168,6,Wilderness_Area4,Soil_Type6
3558,128,2309,50,252,201,684,433,1188,32,183,4,Wilderness_Area4,Soil_Type3
14650,351,2933,157,183,205,1860,283,2368,19,89,1,Wilderness_Area3,Soil_Type33
12297,232,2136,211,169,252,382,95,1124,26,52,3,Wilderness_Area4,Soil_Type1
2831,21,2159,89,180,151,824,361,858,33,-21,6,Wilderness_Area4,Soil_Type10
8849,289,2733,200,177,237,2051,268,1410,15,32,5,Wilderness_Area3,Soil_Type11
3359,160,2109,114,236,236,789,30,1376,25,4,4,Wilderness_Area4,Soil_Type1
